customer_id,segment,region,is_mobile_first,prior_90d_orders
C000344,occasional,south,1,2
C000345,occasional,east,0,0
C000346,occasional,south,1,1
C000347,new,west,1,0
C000348,growth,south,0,4
C000349,occasional,west,0,1
C000350,high_value,south,1,2
C000351,occasional,north,0,1
C000352,growth,west,1,1
C000353,occasional,east,1,2
C000354,occasional,east,0,1
C000355,occasional,east,0,1
C000356,occasional,south,1,1
C000357,occasional,west,0,2
C000358,occasional,south,0,1
C000359,occasional,west,1,1
C000360,occasional,south,1,0
C000361,new,north,1,0
C000362,high_value,north,1,4
C000363,high_value,west,0,5
C000364,high_value,east,1,1
C000365,occasional,south,0,3
C000366,growth,west,1,9
C000367,occasional,east,0,1
C000368,occasional,east,0,0
C000369,growth,east,0,2
C000370,new,north,0,0
C000371,occasional,north,0,1
C000372,growth,east,1,2
C000373,growth,north,0,3
C000374,growth,east,0,4
C000375,growth,north,1,7
C000376,high_value,south,1,4
C000377,new,east,0,1
C000378,growth,east,1,2
C000379,growth,west,1,0
C000380,occasional,east,1,1
C000381,occasional,north,1,0
C000382,new,west,1,0
C000383,occasional,north,1,1
C000384,occasional,north,0,0
C000385,growth,west,1,1
C000386,new,north,1,0
C000387,occasional,east,0,3
C000388,new,south,0,0
C000389,high_value,west,1,1
C000390,new,north,1,0
C000391,occasional,north,0,0
C000392,high_value,south,0,3
C000393,occasional,south,1,1
C000394,occasional,west,1,0
C000395,high_value,east,0,5
C000396,occasional,north,0,0
C000397,new,west,1,0
C000398,growth,south,0,1
C000399,occasional,west,0,4
C000400,growth,west,0,2
C000401,growth,north,0,1
C000402,new,east,0,2
C000403,occasional,south,1,0
C000404,high_value,south,1,2
C000405,new,south,0,0
C000406,new,east,0,1
C000407,growth,south,1,2
C000408,new,north,1,0
C000409,high_value,south,0,6
C000410,new,north,0,0
C000411,occasional,west,1,2
C000412,occasional,east,1,0
C000413,high_value,south,1,4
C000414,new,south,0,0
C000415,high_value,north,0,2
C000416,growth,south,1,2
C000417,high_value,west,1,6
C000418,occasional,north,0,1
C000419,growth,north,1,0
C000420,new,west,0,0
C000421,occasional,east,1,2
C000422,high_value,north,1,4
C000423,high_value,south,1,9
C000424,high_value,east,1,1
C000425,occasional,south,1,3
C000426,new,south,0,0
C000427,growth,east,1,0
C000428,new,east,1,1
C000429,high_value,west,0,4
C000430,new,north,0,0
C000431,new,south,1,0
C000432,occasional,north,1,1
C000433,occasional,east,1,2
C000434,new,east,1,1
C000435,high_value,south,0,1
C000436,growth,east,1,2
C000437,high_value,south,1,0
C000438,occasional,north,0,2
C000439,occasional,east,1,1
C000440,occasional,south,1,1
C000441,new,south,1,0
C000442,growth,south,0,3
C000443,occasional,west,0,2
C000444,growth,north,1,3
C000445,growth,south,0,2
C000446,occasional,east,1,2
C000447,new,north,1,1
C000448,occasional,north,1,2
C000449,high_value,east,1,3
C000450,occasional,east,1,0
C000451,high_value,east,0,4
C000452,new,north,1,0
C000453,occasional,west,0,0
C000454,growth,south,0,1
C000455,high_value,north,1,5
C000456,growth,south,1,3
C000457,new,north,1,1
C000458,occasional,south,1,2
C000459,occasional,south,1,1
C000460,occasional,south,0,0
C000461,occasional,south,0,0
C000462,high_value,west,1,5
C000463,new,west,1,0
C000464,growth,south,1,4
C000465,occasional,west,0,1
C000466,occasional,west,1,0
C000467,occasional,west,1,0
C000468,new,north,0,0
C000469,high_value,south,1,4
C000470,occasional,south,1,0
C000471,growth,north,0,2
C000472,occasional,north,1,1
C000473,high_value,east,1,9
C000474,high_value,south,1,7
C000475,growth,west,1,1
C000476,growth,east,0,3
C000477,growth,north,1,0
C000478,occasional,west,0,0
C000479,occasional,south,1,3
C000480,growth,east,0,1
C000481,growth,west,0,2
C000482,growth,east,1,3
C000483,occasional,north,0,1
C000484,growth,north,0,4
C000485,high_value,south,0,6
C000486,growth,north,1,2
C000487,occasional,north,0,0
C000488,growth,west,1,3
C000489,occasional,north,0,1
C000490,occasional,north,0,0
C000491,occasional,east,1,0
C000492,occasional,north,0,0
C000493,occasional,south,0,2
C000494,growth,west,1,2
C000495,occasional,east,1,0
C000496,occasional,west,1,0
C000497,growth,south,1,3
C000498,occasional,east,1,0
C000499,growth,north,0,2
C000500,occasional,south,1,0
C000501,occasional,north,0,1
C000502,new,west,0,1
C000503,new,north,0,0
C000504,occasional,north,1,1
C000505,occasional,south,1,0
C000506,occasional,south,0,1
C000507,growth,south,1,3
C000508,new,south,1,1
C000509,occasional,south,0,1
C000510,high_value,west,1,4
C000511,high_value,east,1,8
C000512,new,west,1,1
C000513,high_value,west,1,4
C000514,growth,east,0,1
C000515,growth,west,1,0
C000516,growth,north,0,4
C000517,growth,west,0,4
C000518,occasional,south,1,0
C000519,high_value,east,1,5
C000520,new,north,1,0
C000521,new,north,0,0
C000522,growth,west,0,3
C000523,growth,south,1,1
C000524,occasional,north,1,4
C000525,high_value,east,1,3
C000526,growth,north,1,4
C000527,new,south,1,0
C000528,new,east,1,0
C000529,occasional,east,0,1
C000530,growth,south,1,6
C000531,occasional,south,1,2
C000532,occasional,west,0,0
C000533,growth,north,0,6
C000534,occasional,north,1,0
C000535,high_value,north,0,4
C000536,growth,west,1,4
C000537,occasional,south,0,0
C000538,growth,north,1,3
C000539,growth,north,0,2
C000540,new,north,1,0
C000541,new,west,0,0
C000542,occasional,south,0,0
C000543,new,north,1,0
C000544,new,north,1,0
C000545,high_value,east,1,6
C000546,growth,east,1,1
C000547,growth,west,0,2
C000548,high_value,north,0,1
C000549,occasional,north,1,0
C000550,growth,north,1,1
C000551,occasional,south,0,2
C000552,growth,east,1,1
C000553,growth,east,0,2
C000554,new,north,1,1
C000555,high_value,east,1,6
C000556,growth,east,1,2
C000557,growth,north,1,3
C000558,occasional,east,0,0
C000559,occasional,south,1,1
C000560,occasional,north,0,0
C000561,high_value,south,0,3
C000562,growth,west,1,3
C000563,new,east,1,1
C000564,occasional,south,0,2
C000565,occasional,west,0,0
C000566,occasional,south,1,1
C000567,occasional,south,1,0
C000568,high_value,north,0,2
C000569,growth,west,1,2
C000570,occasional,west,0,2
C000571,growth,north,1,6
C000572,new,east,0,0
C000573,occasional,west,1,1
C000574,occasional,east,0,0
C000575,new,north,1,0
C000576,occasional,west,1,2
C000577,new,south,1,0
C000578,occasional,south,0,0
C000579,new,south,1,0
C000580,growth,west,1,1
C000581,occasional,east,0,1
C000582,occasional,east,1,0
C000583,high_value,west,1,4
C000584,growth,west,0,5
C000585,new,west,0,0
C000586,occasional,west,0,1
C000587,growth,west,1,1
C000588,growth,west,1,2
C000589,growth,east,0,1
C000590,high_value,north,1,1
C000591,new,north,0,0
C000592,growth,west,1,1
C000593,growth,south,0,3
C000594,occasional,west,0,1
C000595,high_value,west,1,6
C000596,growth,east,1,5
C000597,occasional,west,1,0
C000598,occasional,south,1,1
C000599,new,south,0,0
C000600,occasional,west,1,1
C000601,occasional,west,1,0
C000602,occasional,north,1,1
C000603,new,west,0,0
C000604,occasional,south,1,1
C000605,new,west,1,0
C000606,occasional,east,0,1
C000607,new,east,1,0
C000608,high_value,north,1,7
C000609,occasional,south,0,1
C000610,growth,east,1,2
C000611,occasional,west,0,1
C000612,occasional,north,0,2
C000613,new,north,0,0
C000614,new,east,1,0
C000615,growth,south,1,2
C000616,occasional,west,1,0
C000617,occasional,north,1,1
C000618,growth,south,1,1
C000619,high_value,north,1,4
C000620,high_value,east,0,6
C000621,occasional,west,1,0
C000622,occasional,north,0,1
C000623,new,south,0,0
C000624,occasional,west,0,0
C000625,new,north,0,0
C000626,growth,west,0,2
C000627,occasional,west,1,0
C000628,high_value,north,1,3
C000629,occasional,north,0,1
C000630,new,east,0,1
C000631,new,north,0,1
C000632,new,east,0,0
C000633,high_value,north,1,12
C000634,growth,east,1,0
C000635,high_value,south,0,5
C000636,high_value,east,1,5
C000637,occasional,west,1,1
C000638,occasional,south,0,3
C000639,occasional,east,0,0
C000640,new,east,1,2
C000641,occasional,west,0,1
C000642,new,north,1,0
C000643,high_value,north,0,8
C000644,growth,south,1,0
C000645,occasional,east,0,2
C000646,new,west,1,0
C000647,high_value,south,1,3
C000648,occasional,north,1,1
C000649,occasional,east,1,1
C000650,high_value,east,1,7
C000651,growth,south,0,2
C000652,new,north,0,0
C000653,occasional,west,1,0
C000654,growth,west,0,2
C000655,new,east,0,0
C000656,growth,east,0,6
C000657,new,south,1,1
C000658,growth,south,1,6
C000659,occasional,north,0,1
C000660,growth,north,1,0
C000661,growth,south,1,3
C000662,new,south,0,0
C000663,growth,north,1,4
C000664,high_value,west,0,5
C000665,growth,south,1,2
C000666,occasional,east,0,0
C000667,new,south,0,0
C000668,new,south,0,0
C000669,growth,west,0,2
C000670,growth,east,0,3
C000671,high_value,west,1,5
C000672,occasional,south,0,0
C000673,new,south,0,1
C000674,occasional,south,1,0
C000675,occasional,east,1,1
C000676,growth,south,1,6
C000677,new,south,1,0
C000678,occasional,north,0,0
C000679,high_value,east,1,3
C000680,growth,east,1,2
C000681,high_value,east,1,5
C000682,growth,west,1,2
C000683,high_value,west,0,6
C000684,occasional,west,1,0
C000685,occasional,north,1,2
C000686,growth,west,1,1
C000687,growth,south,0,4
C000688,new,south,0,0
C000689,occasional,south,1,2
C000690,occasional,south,1,0
C000691,growth,west,1,1
C000692,new,east,1,0
C000693,growth,west,0,2
C000694,growth,west,1,5
C000695,new,south,1,0
C000696,occasional,east,1,1
C000697,occasional,east,1,0
C000698,occasional,south,1,1
C000699,occasional,east,1,2
C000700,growth,east,1,1
C000701,growth,west,1,5
C000702,growth,west,1,2
C000703,growth,east,0,5
C000704,new,west,1,0
C000705,growth,north,1,1
C000706,occasional,west,1,1
C000707,occasional,south,0,2
C000708,occasional,south,0,2
C000709,growth,west,0,2
C000710,occasional,south,0,2
C000711,new,west,0,1
C000712,occasional,south,1,1
C000713,new,south,0,0
C000714,new,south,0,0
C000715,occasional,south,1,3
C000716,growth,west,1,1
C000717,occasional,north,1,1
C000718,high_value,east,1,4
C000719,occasional,west,0,0
C000720,new,south,1,0
C000721,occasional,east,0,1
C000722,growth,south,0,0
C000723,high_value,north,1,5
C000724,new,east,1,0
C000725,high_value,west,1,6
C000726,high_value,east,0,1
C000727,growth,south,1,3
C000728,high_value,north,1,5
C000729,occasional,west,1,0
C000730,occasional,west,0,1
C000731,growth,west,1,0
C000732,high_value,south,1,5
C000733,high_value,east,0,6
C000734,growth,south,1,3
C000735,high_value,north,1,3
C000736,occasional,north,1,1
C000737,growth,south,1,0
C000738,growth,east,1,2
C000739,growth,north,0,2
C000740,growth,east,0,5
C000741,high_value,south,1,6
C000742,high_value,west,1,3
C000743,new,south,1,0
C000744,high_value,north,0,4
C000745,occasional,south,0,0
C000746,occasional,west,0,1
C000747,growth,south,0,4
C000748,growth,east,0,3
C000749,occasional,west,0,2
C000750,new,south,1,1
C000751,growth,east,0,4
C000752,growth,north,0,3
C000753,growth,south,1,2
C000754,occasional,south,1,1
C000755,occasional,east,1,1
C000756,growth,west,1,0
C000757,growth,south,0,3
C000758,new,south,1,0
C000759,high_value,west,1,8
C000760,occasional,south,1,1
C000761,occasional,east,0,0
C000762,growth,east,1,3
C000763,high_value,north,0,5
C000764,high_value,west,1,3
C000765,new,south,1,0
C000766,high_value,east,1,4
C000767,growth,south,1,1
C000768,high_value,west,0,10
C000769,high_value,east,0,3
C000770,occasional,north,1,0
C000771,growth,north,1,2
C000772,occasional,west,0,1
C000773,occasional,east,0,0
C000774,new,south,1,0
C000775,high_value,north,0,4
C000776,new,north,1,0
C000777,occasional,west,1,0
C000778,growth,west,0,1
C000779,occasional,south,0,1
C000780,new,north,0,0
C000781,growth,south,1,2
C000782,new,north,1,0
C000783,occasional,east,0,1
C000784,occasional,east,1,0
C000785,new,west,1,0
C000786,growth,south,0,3
C000787,new,north,1,2
C000788,growth,north,1,1
C000789,occasional,south,1,0
C000790,occasional,east,0,2
C000791,growth,north,1,6
C000792,growth,west,1,3
C000793,growth,south,1,3
C000794,high_value,west,1,6
C000795,high_value,south,1,5
C000796,growth,north,1,3
C000797,high_value,north,1,4
C000798,growth,east,1,1
C000799,occasional,east,1,0
C000800,occasional,west,1,0
C000801,occasional,west,1,4
C000802,growth,north,1,3
C000803,new,south,0,0
C000804,occasional,north,0,2
C000805,high_value,north,1,4
C000806,high_value,north,0,3
C000807,occasional,north,0,1
C000808,growth,east,1,1
C000809,occasional,north,1,2
C000810,new,north,0,0
C000811,high_value,north,1,1
C000812,high_value,east,1,2
C000813,new,east,0,1
C000814,occasional,west,1,1
C000815,high_value,north,0,5
C000816,new,north,1,0
C000817,new,south,1,1
C000818,occasional,east,1,0
C000819,occasional,north,1,0
C000820,growth,north,0,0
C000821,high_value,south,0,6
C000822,occasional,north,0,4
C000823,growth,south,1,2
C000824,occasional,west,1,2
C000825,new,east,1,0
C000826,high_value,south,1,4
C000827,occasional,south,0,0
C000828,growth,west,1,3
C000829,new,east,1,0
C000830,growth,east,1,2
C000831,occasional,west,0,1
C000832,occasional,north,1,3
C000833,growth,north,0,1
C000834,occasional,south,0,0
C000835,occasional,south,0,0
C000836,occasional,north,1,1
C000837,occasional,north,1,0
C000838,new,west,1,0
C000839,growth,east,0,1
C000840,occasional,east,0,0
C000841,high_value,north,1,4
C000842,occasional,south,1,2
C000843,occasional,east,1,3
C000844,growth,east,0,1
C000845,high_value,east,1,3
C000846,new,east,1,0
C000847,growth,south,0,2
C000848,occasional,west,1,1
C000849,high_value,south,1,10
C000850,new,north,1,0
C000851,growth,west,1,5
C000852,growth,north,0,1
C000853,new,south,1,0
C000854,new,north,1,1
C000855,growth,north,1,2
C000856,occasional,south,1,2
C000857,occasional,north,0,0
C000858,new,south,0,0
C000859,growth,west,1,2
C000860,occasional,north,1,4
C000861,occasional,west,1,0
C000862,occasional,south,1,1
C000863,occasional,east,1,0
C000864,occasional,south,0,1
C000865,high_value,south,1,4
C000866,new,north,1,2
C000867,new,east,1,0
C000868,occasional,west,0,1
C000869,high_value,east,1,2
C000870,growth,east,0,1
C000871,occasional,east,1,2
C000872,high_value,south,0,2
C000873,new,north,0,0
C000874,growth,east,1,4
C000875,occasional,west,1,0
C000876,new,south,1,0
C000877,growth,west,0,2
C000878,growth,west,0,1
C000879,occasional,north,1,0
C000880,occasional,east,1,2
C000881,growth,east,1,1
C000882,occasional,south,1,1
C000883,new,east,0,1
C000884,occasional,west,1,1
C000885,growth,east,1,1
C000886,growth,west,0,3
C000887,growth,west,0,4
C000888,high_value,west,0,4
C000889,growth,west,1,1
C000890,occasional,north,0,1
C000891,growth,north,1,2
C000892,new,north,1,0
C000893,growth,north,1,3
C000894,high_value,east,0,5
C000895,occasional,east,1,2
C000896,new,south,0,0
C000897,growth,north,0,3
C000898,growth,east,0,1
C000899,growth,south,0,3
C000900,occasional,west,0,1
C000901,occasional,north,1,1
C000902,growth,south,1,3
C000903,high_value,north,0,8
C000904,occasional,south,1,1
C000905,new,west,1,0
C000906,occasional,south,0,0
C000907,occasional,south,1,2
C000908,high_value,south,0,5
C000909,growth,south,1,1
C000910,growth,east,0,2
C000911,occasional,west,1,0
C000912,new,east,0,0
C000913,new,east,0,0
C000914,new,south,1,0
C000915,new,north,1,0
C000916,new,east,1,0
C000917,high_value,west,1,3
C000918,high_value,east,1,6
C000919,growth,north,1,2
C000920,occasional,east,0,1
C000921,high_value,west,1,6
C000922,new,north,1,0
C000923,occasional,north,1,1
C000924,occasional,east,1,1
C000925,growth,south,1,1
C000926,growth,east,0,2
C000927,growth,east,0,1
C000928,new,south,1,0
C000929,occasional,north,0,1
C000930,occasional,east,1,2
C000931,growth,south,1,0
C000932,growth,west,0,2
C000933,growth,south,1,2
C000934,occasional,north,1,0
C000935,occasional,west,0,0
C000936,growth,east,1,2
C000937,new,east,1,0
C000938,high_value,west,1,2
C000939,new,west,0,0
C000940,high_value,west,0,6
C000941,growth,west,0,0
C000942,new,south,1,0
C000943,growth,north,0,8
C000944,growth,east,1,4
C000945,growth,west,1,1
C000946,growth,west,1,6
C000947,occasional,east,0,0
C000948,new,east,1,0
C000949,new,east,0,0
C000950,growth,north,1,2
C000951,occasional,north,1,1
C000952,growth,north,0,3
C000953,growth,west,0,2
C000954,growth,west,1,1
C000955,new,south,0,0
C000956,new,south,1,0
C000957,occasional,south,0,0
C000958,occasional,north,1,0
C000959,occasional,south,1,0
C000960,occasional,south,1,1
C000961,occasional,east,1,1
C000962,growth,west,1,2
C000963,high_value,north,1,8
C000964,high_value,south,0,6
C000965,new,west,1,0
C000966,occasional,west,1,0
C000967,new,west,1,1
C000968,growth,east,0,4
C000969,occasional,north,1,1
C000970,growth,west,1,2
C000971,growth,east,0,3
C000972,high_value,west,1,10
C000973,high_value,west,0,2
C000974,new,south,1,0
C000975,growth,north,0,1
C000976,occasional,east,1,1
C000977,occasional,south,0,3
C000978,growth,north,0,0
C000979,occasional,south,1,1
C000980,growth,west,1,3
C000981,new,south,1,0
C000982,new,south,1,0
C000983,occasional,east,0,0
C000984,occasional,east,1,1
C000985,growth,south,1,5
C000986,new,west,0,0
C000987,growth,east,0,3
C000988,high_value,north,0,5
C000989,growth,south,1,4
C000990,occasional,west,1,0
C000991,occasional,north,1,0
C000992,occasional,north,1,1
C000993,occasional,east,1,2
C000994,growth,south,1,3
C000995,new,south,1,0
C000996,growth,south,1,1
C000997,occasional,north,1,0
C000998,high_value,south,1,5
C000999,new,north,1,0
C001000,growth,east,1,2
C001001,high_value,east,0,3
C001002,occasional,west,0,1
C001003,high_value,north,1,4
C001004,growth,south,1,3
C001005,occasional,south,1,1
C001006,growth,east,1,5
C001007,new,east,1,0
C001008,growth,west,0,3
C001009,occasional,west,1,1
C001010,occasional,west,1,1
C001011,occasional,north,0,0
C001012,occasional,north,1,3
C001013,occasional,west,1,1
C001014,new,west,1,0
C001015,growth,south,0,2
C001016,growth,north,1,1
C001017,occasional,east,0,1
C001018,new,east,0,0
C001019,high_value,west,1,4
C001020,growth,east,0,4
C001021,new,west,1,0
C001022,occasional,west,1,1
C001023,new,north,1,0
C001024,occasional,north,0,0
C001025,occasional,west,1,0
C001026,growth,north,1,4
C001027,new,north,0,0
C001028,growth,west,1,2
C001029,occasional,north,0,2
C001030,growth,north,0,1
C001031,occasional,north,1,4
C001032,occasional,south,0,1
C001033,occasional,east,0,0
C001034,new,east,1,0
C001035,growth,west,0,2
C001036,occasional,east,0,1
C001037,growth,west,0,1
C001038,growth,north,0,4
C001039,growth,south,1,1
C001040,high_value,south,1,6
C001041,high_value,north,1,7
C001042,occasional,west,1,2
C001043,occasional,north,0,3
C001044,occasional,south,0,2
C001045,high_value,south,1,4
C001046,growth,north,1,5
